object_url,lat,lon,original_name,new_name,second_part,number_of_occurrences,place_url,distance_km
https://www.openstreetmap.org/node/8628352040,40.374338,49.9529802,AccessBank \ Həzi Aslanov,AccessBank,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,2.0
https://www.openstreetmap.org/node/8645273643,40.3931526,49.9634178,Protez Ortopedik Bәrpa Mərkəzi \ Günəşli,Protez Ortopedik Bәrpa Mərkəzi,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.39
https://www.openstreetmap.org/node/8665430272,40.3858977,49.8874225,Panorama Towers \ Ağ Şəhər,Panorama Towers,Ağ Şəhər,51,,
https://www.openstreetmap.org/node/8665430273,40.3848649,49.8870982,Twin Towers \ Ağ Şəhər,Twin Towers,Ağ Şəhər,51,,
https://www.openstreetmap.org/node/8665430275,40.3797577,49.8864749,Park Hill Terrace \ Ağ Şəhər,Park Hill Terrace,Ağ Şəhər,51,,
https://www.openstreetmap.org/node/8709397098,40.4032322,49.8702706,Azerfon MMC \ Bakı,Azerfon MMC,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.42
https://www.openstreetmap.org/node/9006289976,40.4284618,49.9529329,Sabunçu rayon Məhkəməsi \ Bakıxanov,Sabunçu rayon Məhkəməsi,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.96
https://www.openstreetmap.org/node/9006294948,40.4287497,49.9528899,Bakı Kommersiya Məhkəməsi \ Bakıxanov,Bakı Kommersiya Məhkəməsi,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.99
https://www.openstreetmap.org/node/9006294949,40.4286038,49.9529113,Sabunçu Rayon İcra Şöbəsi \ Bakıxanov,Sabunçu Rayon İcra Şöbəsi,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,0.98
https://www.openstreetmap.org/node/9025888317,40.4812645,49.8359805,SOCAR \ Binəqədi Dairəsi,SOCAR,Binəqədi Dairəsi,1,,
https://www.openstreetmap.org/node/9219731496,40.3868437,49.8773283,Baku City Residence \ Xətai,Baku City Residence,Xətai,26,https://www.openstreetmap.org/node/4194199651,269.59
https://www.openstreetmap.org/node/9255704817,40.4309491,49.9507094,VAG Group Avtoservis \ Bakıxanov,VAG Group Avtoservis,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,1.29
https://www.openstreetmap.org/node/9271771917,40.4309013,49.9505689,Oqtay Avto Hissələr \ Bakıxanov,Oqtay Avto Hissələr,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,1.29
https://www.openstreetmap.org/node/9382616542,40.3915828,49.9064268,Mədinə Mərasim Evi \ Babək,Mədinə Mərasim Evi,Babək,47,https://www.openstreetmap.org/node/2813687139,405.32
https://www.openstreetmap.org/node/9382639972,40.4415969,49.8368396,Sevgi Şadlıq Sarayı \ Biləcəri,Sevgi Şadlıq Sarayı,Biləcəri,20,https://www.openstreetmap.org/node/1117022714,2.31
https://www.openstreetmap.org/node/9395237681,40.4149583,49.8564532,Sekret Otel \ Bakı,Sekret Otel,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.81
https://www.openstreetmap.org/node/9395237682,40.4150992,49.8572606,Çinar Park Biznes \ Bakı,Çinar Park Biznes,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.86
https://www.openstreetmap.org/node/9395237695,40.4167533,49.8576334,Baku Music Hall \ Əhməd Rəcəbli küç.,Baku Music Hall,Əhməd Rəcəbli küç.,1,,
https://www.openstreetmap.org/node/9687932617,40.3997632,49.833799,Bravo Market \ Sabit Rəhman küç.,Bravo Market,Sabit Rəhman küç.,1,,
https://www.openstreetmap.org/node/9715664751,40.391784,49.8560992,Bakı Restoranı \ Şəhriyar Parkı,Bakı Restoranı,Şəhriyar Parkı,1,,
https://www.openstreetmap.org/node/9740245536,40.465556,49.8377502,Hacının Dönəri \ Binəqədi,Hacının Dönəri,Binəqədi,22,https://www.openstreetmap.org/node/339102495,0.86
https://www.openstreetmap.org/node/9740275783,40.4510252,49.8435062,Zəngəzur Şadlıq Sarayı \ Binəqədi şossesi,Zəngəzur Şadlıq Sarayı,Binəqədi şossesi,56,,
https://www.openstreetmap.org/node/9747227831,40.4171862,49.8422483,Mir Teleradio Şirkəti \ Dərnəgül,Mir Teleradio Şirkəti,Dərnəgül,7,https://www.openstreetmap.org/node/1933649511,0.66
https://www.openstreetmap.org/node/9747227844,40.4180868,49.8465505,Aerogiodeziya Müəssisəsi \ Bakı,Aerogiodeziya Müəssisəsi,Bakı,136,https://www.openstreetmap.org/node/2117350415,4.87
https://www.openstreetmap.org/node/9755672961,40.4270366,49.8775247,DiVi Corporation Anbarı \ Baksol,DiVi Corporation Anbarı,Baksol,3,,
https://www.openstreetmap.org/node/9757954365,40.4281982,49.892545,Gök Nur Şirkəti \ Bakı,Gök Nur Şirkəti,Bakı,136,https://www.openstreetmap.org/node/2117350415,7.73
https://www.openstreetmap.org/node/9758108924,40.4284851,49.8737642,BCC Group \ Baksol,BCC Group,Baksol,3,,
https://www.openstreetmap.org/node/9758172164,40.4272815,49.8916144,Lukoil \ Böyük Şor,Lukoil,Böyük Şor,3,,
https://www.openstreetmap.org/node/9760439969,40.4263321,49.9150219,TosOil \ Olimpiya Stadionu,TosOil,Olimpiya Stadionu,1,,
https://www.openstreetmap.org/node/9764965710,40.4182716,49.9123585,Azpetrol \ Heydər Əliyev prospekti,Azpetrol,Heydər Əliyev prospekti,2,,
https://www.openstreetmap.org/node/9765268345,40.4091317,49.8931566,AzərYod \ Bakı,AzərYod,Bakı,136,https://www.openstreetmap.org/node/2117350415,6.33
https://www.openstreetmap.org/node/9765268370,40.4129978,49.9007552,Azərkontrakt \ Bakı,Azərkontrakt,Bakı,136,https://www.openstreetmap.org/node/2117350415,7.1
https://www.openstreetmap.org/node/9765268373,40.4123851,49.8957557,Xüsusi Rejimli Vergi Xidməti \ Bakı,Xüsusi Rejimli Vergi Xidməti,Bakı,136,https://www.openstreetmap.org/node/2117350415,6.72
https://www.openstreetmap.org/node/9767948774,40.4067217,49.8833102,Tekfen Şirkəti \ Bakı,Tekfen Şirkəti,Bakı,136,https://www.openstreetmap.org/node/2117350415,5.5
https://www.openstreetmap.org/node/9767948792,40.4047243,49.8861426,Elektron Hesablama Maşınlar Zavodu ( EVM ) \ Bakı,Elektron Hesablama Maşınlar Zavodu ( EVM ),Bakı,136,https://www.openstreetmap.org/node/2117350415,5.56
https://www.openstreetmap.org/node/9768026930,40.4060948,49.8886746,Itsol \ Bakı,Itsol,Bakı,136,https://www.openstreetmap.org/node/2117350415,5.82
https://www.openstreetmap.org/node/9768026931,40.4071026,49.8867273,Caspian Energy \ Bakı,Caspian Energy,Bakı,136,https://www.openstreetmap.org/node/2117350415,5.76
https://www.openstreetmap.org/node/9768026937,40.406971,49.8866226,Atrium Hotel \ Bakı,Atrium Hotel,Bakı,136,https://www.openstreetmap.org/node/2117350415,5.74
https://www.openstreetmap.org/node/9768026985,40.4095279,49.8892513,Azeri Glass Şirkəti \ Bakı,Azeri Glass Şirkəti,Bakı,136,https://www.openstreetmap.org/node/2117350415,6.09
https://www.openstreetmap.org/node/9773493969,40.3885654,49.8698911,Azza \ Babək,Azza,Babək,47,https://www.openstreetmap.org/node/2813687139,402.27
https://www.openstreetmap.org/node/9773493970,40.3883458,49.8684159,Spazio Market \ Babək,Spazio Market,Babək,47,https://www.openstreetmap.org/node/2813687139,402.15
https://www.openstreetmap.org/node/9773585536,40.3884265,49.8690999,Palitra Dizayn Mərkəzi \ Babək,Palitra Dizayn Mərkəzi,Babək,47,https://www.openstreetmap.org/node/2813687139,402.21
https://www.openstreetmap.org/node/9773585541,40.3881395,49.8684829,High Boost Restoran \ Babək,High Boost Restoran,Babək,47,https://www.openstreetmap.org/node/2813687139,402.15
https://www.openstreetmap.org/node/9773585544,40.3887064,49.8724124,Babək Plaza \ Bakı,Babək Plaza,Bakı,136,https://www.openstreetmap.org/node/2117350415,3.66
https://www.openstreetmap.org/node/9773601525,40.3919516,49.8687994,Ram Servis Avto İcarə \ Bakı,Ram Servis Avto İcarə,Bakı,136,https://www.openstreetmap.org/node/2117350415,3.55
https://www.openstreetmap.org/node/9777591365,40.3886257,49.8817304,AG Avtosalon \ Babək,AG Avtosalon,Babək,47,https://www.openstreetmap.org/node/2813687139,403.23
https://www.openstreetmap.org/node/9777647549,40.3886543,49.8753709,Harley Davidson \ Babək,Harley Davidson,Babək,47,https://www.openstreetmap.org/node/2813687139,402.72
https://www.openstreetmap.org/node/9780143278,40.3957062,49.9416295,Adast Petrol \ 8-ci km,Adast Petrol,8-ci km,2,,
https://www.openstreetmap.org/node/9786572899,40.3929423,49.9655789,Şahab MTK Kompleksi \ Əhmədli,Şahab MTK Kompleksi,Əhmədli,23,https://www.openstreetmap.org/node/1355052289,323.11
https://www.openstreetmap.org/node/9786623833,40.3934812,49.9666491,Kolissa Hall Şadlıq Sarayı \ Günəşli,Kolissa Hall Şadlıq Sarayı,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.66
https://www.openstreetmap.org/node/9786623862,40.3940699,49.9674109,Mayak Pub \ Günəşli,Mayak Pub,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.75
https://www.openstreetmap.org/node/9786623952,40.3944478,49.9664533,Qızıl Bağ Şadlıq Sarayı \ Günəşli,Qızıl Bağ Şadlıq Sarayı,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.69
https://www.openstreetmap.org/node/9786638718,40.3954355,49.9662817,Samovar Süfrəsi \ Əhmədli,Samovar Süfrəsi,Əhmədli,23,https://www.openstreetmap.org/node/1355052289,323.23
https://www.openstreetmap.org/node/9786814518,40.3937901,49.9661931,Ləbləbi pub \ Günəşli,Ləbləbi pub,Günəşli,65,https://www.openstreetmap.org/node/1349663395,265.64
https://www.openstreetmap.org/node/9786816853,40.3893264,49.9762635,999 Avto Hissələr \ Qaraçuxur,999 Avto Hissələr,Qaraçuxur,65,https://www.openstreetmap.org/node/3565500393,1.09
https://www.openstreetmap.org/node/9789055796,40.4253785,49.9258393,Okean Avtoservis \ Bakıxanov,Okean Avtoservis,Bakıxanov,276,https://www.openstreetmap.org/node/1642800271,3.04
https://www.openstreetmap.org/node/9795329617,40.379679,49.8885995,Nobel Plaza \ Ağ Şəhər,Nobel Plaza,Ağ Şəhər,51,,
https://www.openstreetmap.org/node/9797097189,40.3704716,49.9329069,AzərGeoMaş elmi İstehsalat \ Həzi Aslanov,AzərGeoMaş elmi İstehsalat,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,0.68
https://www.openstreetmap.org/node/9799606013,40.3635255,49.9586883,İran Səfirliyinin Mədəniyyət Mərkəzi \ Günəşli,İran Səfirliyinin Mədəniyyət Mərkəzi,Günəşli,65,https://www.openstreetmap.org/node/1349663395,263.85
https://www.openstreetmap.org/node/9802441715,40.3744737,49.8576557,Experiment \ Bakı,Experiment,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.11
https://www.openstreetmap.org/node/9802563003,40.3803982,49.8398088,Grand Palace Residence \ Bakı,Grand Palace Residence,Bakı,136,https://www.openstreetmap.org/node/2117350415,0.8
https://www.openstreetmap.org/node/9802563004,40.3801295,49.8386112,7 Points Kompleksi \ Bakı,7 Points Kompleksi,Bakı,136,https://www.openstreetmap.org/node/2117350415,0.71
https://www.openstreetmap.org/node/9802563515,40.3743971,49.8581001,Empire Tower \ Bakı,Empire Tower,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.15
https://www.openstreetmap.org/node/9804414973,40.3896022,49.8535323,Komfort Həyat Residence \ Bakı,Komfort Həyat Residence,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.35
https://www.openstreetmap.org/node/9804470220,40.3886083,49.8538193,Premium Residence \ Bakı,Premium Residence,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.29
https://www.openstreetmap.org/node/9804581835,40.3758336,49.8578855,Tac Residence \ Bakı,Tac Residence,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.13
https://www.openstreetmap.org/node/9811469991,40.3754745,49.8550699,AzərPay MMC \ Bakı,AzərPay MMC,Bakı,136,https://www.openstreetmap.org/node/2117350415,1.89
https://www.openstreetmap.org/node/9811487823,40.3753003,49.8570085,Advantek İnternational \ Bakı,Advantek İnternational,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.05
https://www.openstreetmap.org/node/9811487824,40.3753595,49.8572633,Synergy Group \ Bakı,Synergy Group,Bakı,136,https://www.openstreetmap.org/node/2117350415,2.07
https://www.openstreetmap.org/node/9812873908,40.3668004,49.8380144,Bvlgari \ Bulqari Zərgərlik,Bvlgari,Bulqari Zərgərlik,1,,
https://www.openstreetmap.org/node/9846999921,40.3737594,49.9737801,"Kərpic zavodu \ Yeni Günəşli, Baku",Kərpic zavodu,"Yeni Günəşli, Baku",1,,
https://www.openstreetmap.org/node/9854528117,40.3741183,49.954025,Delfin Kitab \ Həzi Aslanov,Delfin Kitab,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,2.09
https://www.openstreetmap.org/node/9864184294,40.3897452,49.8769695,Montin \ Nərimanov Stansiyası,Montin,Nərimanov Stansiyası,1,,
https://www.openstreetmap.org/node/9869038614,40.3921987,49.910198,AzərAqro \ Babək,AzərAqro,Babək,47,https://www.openstreetmap.org/node/2813687139,405.64
https://www.openstreetmap.org/node/9889725318,40.4232743,49.9261861,Sürücülük Mәktәbi \ Koroğlu,Sürücülük Mәktәbi,Koroğlu,7,,
https://www.openstreetmap.org/node/9889730617,40.4219333,49.9236436,Qızıl Aypara Cәmiyyәti \ Koroğlu,Qızıl Aypara Cәmiyyәti,Koroğlu,7,,
https://www.openstreetmap.org/node/9889759617,40.4236916,49.9257577,İnci Psixoloji Nitq Mәrkәzi \ Qarayev,İnci Psixoloji Nitq Mәrkәzi,Qarayev,2,,
https://www.openstreetmap.org/node/9900653230,40.347786,49.8366532,Lamiraj Restoran \ Bayıl,Lamiraj Restoran,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.34
https://www.openstreetmap.org/node/9900653231,40.3477175,49.8370783,Panoramik Restoran \ Bayıl,Panoramik Restoran,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.33
https://www.openstreetmap.org/node/9900653232,40.3481835,49.8367793,Bayıl Bay Residence \ Bayıl,Bayıl Bay Residence,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.38
https://www.openstreetmap.org/node/9913353934,40.3508777,49.8337269,Air Baku Travel \ Bayıl,Air Baku Travel,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.73
https://www.openstreetmap.org/node/9913353944,40.3506141,49.8333205,Pivnuşka \ Bayıl,Pivnuşka,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.72
https://www.openstreetmap.org/node/9913353962,40.3485781,49.8345691,157 saylı Uşaq bağçası \ Bayıl,157 saylı Uşaq bağçası,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.47
https://www.openstreetmap.org/node/9913353963,40.3485127,49.8346134,Qaz İdarəsi 3 \ Bayıl,Qaz İdarəsi 3,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.46
https://www.openstreetmap.org/node/9913353973,40.3482551,49.8358954,Bakı Gənclər və İdman İdarəsi \ Bayıl,Bakı Gənclər və İdman İdarəsi,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.4
https://www.openstreetmap.org/node/9917769626,40.4123136,49.9307692,Liv Bona Dea Hospital \ Koroğlu,Liv Bona Dea Hospital,Koroğlu,7,,
https://www.openstreetmap.org/node/9917769627,40.4125178,49.932459,Loğman Klinikası \ Koroğlu,Loğman Klinikası,Koroğlu,7,,
https://www.openstreetmap.org/node/9917858476,40.4091981,49.933501,Həkəri Restoranı \ Koroğlu,Həkəri Restoranı,Koroğlu,7,,
https://www.openstreetmap.org/node/9917949681,40.4088581,49.9371984,Karat Residence 2 \ Neftçilər,Karat Residence 2,Neftçilər,4,,
https://www.openstreetmap.org/node/9917953336,40.4098996,49.937759,Karat Residence 1 \ Neftçilər,Karat Residence 1,Neftçilər,4,,
https://www.openstreetmap.org/node/9917953337,40.4097169,49.9364836,6 saylı Təcili Yardım \ Neftçilər,6 saylı Təcili Yardım,Neftçilər,4,,
https://www.openstreetmap.org/node/9920053643,40.3498158,49.8350734,Kürəm Restoran \ Bayıl,Kürəm Restoran,Bayıl,30,https://www.openstreetmap.org/node/1117022693,0.58
https://www.openstreetmap.org/node/9925519739,40.3656284,50.0011557,Ekol Şirkəti \ Zığ,Ekol Şirkəti,Zığ,15,https://www.openstreetmap.org/node/3582597593,3.09
https://www.openstreetmap.org/node/9925602251,40.3559633,49.9712867,Caspian Vista Residence \ Günəşli,Caspian Vista Residence,Günəşli,65,https://www.openstreetmap.org/node/1349663395,264.55
https://www.openstreetmap.org/node/9925602330,40.3549454,49.9801514,SOCAR CNG Terminal 1 \ Zığ,SOCAR CNG Terminal 1,Zığ,15,https://www.openstreetmap.org/node/3582597593,1.36
https://www.openstreetmap.org/node/9928083873,40.4555664,50.0696861,Aviator Yaşayış Kompleksi \ Binə,Aviator Yaşayış Kompleksi,Binə,39,https://www.openstreetmap.org/node/1351779863,286.73
https://www.openstreetmap.org/node/9928103157,40.4557205,50.0669731,Silk Way ASG Business Aviation \ Binə,Silk Way ASG Business Aviation,Binə,39,https://www.openstreetmap.org/node/1351779863,286.51
https://www.openstreetmap.org/node/9936248514,40.3857361,49.8340151,28 saylı Məktəb \ Kubinka,28 saylı Məktəb,Kubinka,3,,
https://www.openstreetmap.org/node/9936248515,40.385791,49.8343183,Türkiyə Diyanət Vəqfi - Türk Liseyi \ Bakı,Türkiyə Diyanət Vəqfi - Türk Liseyi,Bakı,136,https://www.openstreetmap.org/node/2117350415,1.14
https://www.openstreetmap.org/node/9943478796,40.4475349,50.0800744,Lalə Şadlıq Sarayı \ Binə,Lalə Şadlıq Sarayı,Binə,39,https://www.openstreetmap.org/node/1351779863,287.27
https://www.openstreetmap.org/node/9943495068,40.4514131,50.0866083,İnşaat Malları \ Binə Mərkəz,İnşaat Malları,Binə Mərkəz,1,,
https://www.openstreetmap.org/node/9943495190,40.4474033,50.086454,Simurq \ Binə,Simurq,Binə,39,https://www.openstreetmap.org/node/1351779863,287.78
https://www.openstreetmap.org/node/9943495197,40.4470022,50.085998,Verona Palace Şadlıq Sarayı \ Binə,Verona Palace Şadlıq Sarayı,Binə,39,https://www.openstreetmap.org/node/1351779863,287.73
https://www.openstreetmap.org/node/9943571804,40.442689,50.0865519,3 saylı Türmə \ Binə,3 saylı Türmə,Binə,39,https://www.openstreetmap.org/node/1351779863,287.62
https://www.openstreetmap.org/node/9992586718,40.3738761,49.9525175,Zәm-Zәm Mәrasim Evi \ Həzi Aslanov,Zәm-Zәm Mәrasim Evi,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,1.97
https://www.openstreetmap.org/node/9992587218,40.3734203,49.9524984,Yaxın Supermarket \ Hәzi Aslanov,Yaxın Supermarket,Hәzi Aslanov,4,,
https://www.openstreetmap.org/node/9992592517,40.3746432,49.952518,Addım Uşaq Bağçası \ Hәzi Aslanov,Addım Uşaq Bağçası,Hәzi Aslanov,4,,
https://www.openstreetmap.org/node/9993726417,40.373637,49.9539825,English School \ Hәzi Aslanov,English School,Hәzi Aslanov,4,,
https://www.openstreetmap.org/node/9993800429,40.3738801,49.9539703,Bank BTB \ Həzi Aslanov,Bank BTB,Həzi Aslanov,15,https://www.openstreetmap.org/node/1880384546,2.09
https://www.openstreetmap.org/node/9998467968,40.3556127,50.0721954,30-cu Polis bölməsi 1-ci sahə \ Hövsan,30-cu Polis bölməsi 1-ci sahə,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.45
https://www.openstreetmap.org/node/9998561546,40.3566521,50.078516,75 saylı Məktəb \ Hövsan,75 saylı Məktəb,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.15
https://www.openstreetmap.org/node/10002852498,40.3564885,50.0817856,Musiqi Məktəbi 37 \ Hövsan,Musiqi Məktəbi 37,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.16
https://www.openstreetmap.org/node/10002852499,40.3594399,50.0782692,11 saylı Təcili Yardım \ Hövsan,11 saylı Təcili Yardım,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.85
https://www.openstreetmap.org/node/10002852513,40.3576566,50.0744444,İnci Mədəniyyət Evi \ Hövsan,İnci Mədəniyyət Evi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.16
https://www.openstreetmap.org/node/10002852515,40.3562004,50.0722879,Elektrik Təchizatı İdarəsi \ Hövsan,Elektrik Təchizatı İdarəsi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.39
https://www.openstreetmap.org/node/10002852580,40.3607367,50.0732039,Mir Mövsüm Ağa Gənclər Mərkəzi \ Hövsan,Mir Mövsüm Ağa Gənclər Mərkəzi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.94
https://www.openstreetmap.org/node/10002855021,40.3671835,50.0786528,Yanğın Texniki Kolleci \ Hövsan,Yanğın Texniki Kolleci,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.19
https://www.openstreetmap.org/node/10002855022,40.3671754,50.0795728,FHN Xilasedici İnman Mərkəzi \ Hövsan,FHN Xilasedici İnman Mərkəzi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.11
https://www.openstreetmap.org/node/10002899777,40.3560103,50.0714028,Uşaq Poliklinikası \ Hövsan,Uşaq Poliklinikası,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.45
https://www.openstreetmap.org/node/10002899780,40.3559469,50.0703567,163 saylı Uşaq bağçası \ Hövsan,163 saylı Uşaq bağçası,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.51
https://www.openstreetmap.org/node/10002962300,40.3612262,50.0779648,Buta Aptek \ Hövsan,Buta Aptek,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.67
https://www.openstreetmap.org/node/10002962301,40.3607531,50.0776993,Unibank ATM \ Hövsan,Unibank ATM,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.73
https://www.openstreetmap.org/node/10003051618,40.3908034,49.9058893,Cartela \ Babək,Cartela,Babək,47,https://www.openstreetmap.org/node/2813687139,405.25
https://www.openstreetmap.org/node/10003051717,40.3910432,49.9072935,Azqaz Petrol \ Babək,Azqaz Petrol,Babək,47,https://www.openstreetmap.org/node/2813687139,405.37
https://www.openstreetmap.org/node/10003051718,40.3908955,49.9066779,GenPower \ Babək,GenPower,Babək,47,https://www.openstreetmap.org/node/2813687139,405.31
https://www.openstreetmap.org/node/10003051817,40.3908465,49.9062517,Best Car \ Babək,Best Car,Babək,47,https://www.openstreetmap.org/node/2813687139,405.28
https://www.openstreetmap.org/node/10003051818,40.3918283,49.9082996,Kiim \ Babək,Kiim,Babək,47,https://www.openstreetmap.org/node/2813687139,405.48
https://www.openstreetmap.org/node/10003051917,40.3914674,49.9057634,İsuzu \ Babək,İsuzu,Babək,47,https://www.openstreetmap.org/node/2813687139,405.26
https://www.openstreetmap.org/node/10003051918,40.3916665,49.9071563,Zanotti \ Babək,Zanotti,Babək,47,https://www.openstreetmap.org/node/2813687139,405.38
https://www.openstreetmap.org/node/10003052017,40.3917526,49.9077441,EY EL Luxury \ Babək,EY EL Luxury,Babək,47,https://www.openstreetmap.org/node/2813687139,405.43
https://www.openstreetmap.org/node/10003052217,40.3917887,49.9080434,Lizzo \ Babək,Lizzo,Babək,47,https://www.openstreetmap.org/node/2813687139,405.45
https://www.openstreetmap.org/node/10004700616,40.3544671,50.0666687,Polis bölməsi 30 sahə 2 \ Hövsan,Polis bölməsi 30 sahə 2,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.83
https://www.openstreetmap.org/node/10004726617,40.3537476,50.067071,MKİS 11 \ Hövsan,MKİS 11,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.87
https://www.openstreetmap.org/node/10004769819,40.3558641,50.0650325,Bebr İdman Zalı \ Hövsan,Bebr İdman Zalı,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.82
https://www.openstreetmap.org/node/10004983747,40.3764006,50.0849305,Mədəniyyət Mərkəzi \ Hövsan,Mədəniyyət Mərkəzi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.11
https://www.openstreetmap.org/node/10004983758,40.376609,50.0845188,Taekvondo İdman Məktəbi \ Hövsan,Taekvondo İdman Məktəbi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.13
https://www.openstreetmap.org/node/10004983763,40.3763174,50.0846482,İcra Nümayəndəliyi \ Hövsan,İcra Nümayəndəliyi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,1.1
https://www.openstreetmap.org/node/10004983793,40.374628,50.0846341,Sahib-əz-Zaman Məscidi \ Hövsan,Sahib-əz-Zaman Məscidi,Hövsan,90,https://www.openstreetmap.org/node/13233320097,0.92
https://www.openstreetmap.org/node/10016868232,40.3995138,50.0020489,23 saylı Məktəb \ Suraxanı,23 saylı Məktəb,Suraxanı,91,https://www.openstreetmap.org/node/1885271085,2.28
https://www.openstreetmap.org/node/10016868294,40.4037561,49.9995598,Məzar daşları \ Suraxanı,Məzar daşları,Suraxanı,91,https://www.openstreetmap.org/node/1885271085,1.82
https://www.openstreetmap.org/node/10028236470,40.4320866,50.0335018,Zirvə İdman Klubu \ Yeni Suraxanı,Zirvə İdman Klubu,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.39
https://www.openstreetmap.org/node/10028236498,40.4340098,50.0317705,İcra Nümayəndəliyi \ Yeni Suraxanı,İcra Nümayəndəliyi,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.63
https://www.openstreetmap.org/node/10028236504,40.4345202,50.0318496,Zoğal Aptek \ Yeni Suraxanı,Zoğal Aptek,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.67
https://www.openstreetmap.org/node/10028274349,40.4329268,50.0387603,Mədəniyyət Evi \ Yeni Suraxanı,Mədəniyyət Evi,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.31
https://www.openstreetmap.org/node/10028274350,40.4330452,50.038653,Kitabxana \ Yeni Suraxanı,Kitabxana,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.32
https://www.openstreetmap.org/node/10028274351,40.4309418,50.0342743,Təbriz Zalı \ Yeni Suraxanı,Təbriz Zalı,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.28
https://www.openstreetmap.org/node/10028274356,40.4308464,50.0356597,ATS 458 \ Yeni Suraxanı,ATS 458,Yeni Suraxanı,28,https://www.openstreetmap.org/node/2769037514,0.16
https://www.openstreetmap.org/node/10038012803,40.4325531,49.9737757,Məhəmməd Sadiq İmamzadə Məscidi \ Bülbülə,Məhəmməd Sadiq İmamzadə Məscidi,Bülbülə,72,https://www.openstreetmap.org/node/3129815587,0.37
https://www.openstreetmap.org/node/10038060882,40.4321846,49.9781129,Əlibəy Vəlibəy Hamamı \ Bülbülə,Əlibəy Vəlibəy Hamamı,Bülbülə,72,https://www.openstreetmap.org/node/3129815587,0.04
https://www.openstreetmap.org/node/10038060887,40.4330044,49.9770775,Mərkəzi Kitabxana \ Bülbülə,Mərkəzi Kitabxana,Bülbülə,72,https://www.openstreetmap.org/node/3129815587,0.1
https://www.openstreetmap.org/node/10038060888,40.4331228,49.9773296,Mədəniyyət Evi Sabir adına \ Bülbülə,Mədəniyyət Evi Sabir adına,Bülbülə,72,https://www.openstreetmap.org/node/3129815587,0.1
https://www.openstreetmap.org/node/10040160757,40.4232826,49.9883549,Səttar Bəhlulzadə Ev Muzeyi \ Əmircan,Səttar Bəhlulzadə Ev Muzeyi,Əmircan,28,https://www.openstreetmap.org/node/1885271086,0.21
